Gen	FittestString____	MaxFit	AvgFit	Diversity
1236	HoublzWrnnFW howDZ	0.3333	0.3331	2.78e-04
1237	HoublzWrnnFy hoLvZ	0.3333	0.3331	2.78e-04
1238	HoublzWrnnFW hoLvZ	0.3333	0.3331	2.78e-04
1239	HoublzWrnnFW howvZ	0.3333	0.3333	-2.22e-16
1240	HoublzWrnnNW hoLvZ	0.3333	0.3328	5.56e-04
1241	HobblzWrbnFy howDZ	0.3333	0.3333	-2.22e-16
1242	HoublzWrnnFW hoLDZ	0.3333	0.3328	5.56e-04
1243	HoublzWrnnFW hoLDZ	0.3333	0.3322	1.11e-03
1244	HoublzWrnnFW hoLDZ	0.3333	0.3333	-2.22e-16
1245	HoublzWrnnFW howDZ	0.3333	0.3333	-2.22e-16
1246	HoublzWrnnFW hoLDZ	0.3333	0.3331	2.78e-04
1247	HoublzWrnnFW hoLvZ	0.3333	0.3333	-2.22e-16
1248	HoublzWrnnFW howDZ	0.3333	0.3331	2.78e-04
1249	HoublzWrnnFW hoLDZ	0.3333	0.3333	-2.22e-16
1250	HoublzWrnnFW howDZ	0.3333	0.3331	2.78e-04
1251	HoublzWrnnFy hoLDZ	0.3333	0.3333	-2.22e-16
1252	HoublzWrnnFW howDZ	0.3333	0.3328	5.56e-04
1253	HoublzWrnnFW howDZ	0.3333	0.3333	-2.22e-16
1254	HoublzWrnnFy howDZ	0.3333	0.3333	-2.22e-16
1255	HoublzWrnnFy hoLDZ	0.3333	0.3331	2.78e-04
1256	HoublzWrnnFy hoLDZ	0.3333	0.3333	-2.22e-16
1257	HoublzWrnnFW hoLDZ	0.3333	0.3331	2.78e-04
1258	HoublzWrnnFW hoLvZ	0.3333	0.3331	2.78e-04
1259	HoublzWrnnFW howDZ	0.3333	0.3333	-2.22e-16
1260	HoublzWrnnFy howvZ	0.3333	0.3328	5.56e-04
1261	HoublzWrbnFW howDZ	0.3333	0.3333	-2.22e-16
1262	HoublzWrnnFy howvZ	0.3333	0.3333	-2.22e-16
1263	HoublzWrnnFy howDZ	0.3333	0.3331	2.78e-04
1264	HoublzWrnnFW howDZ	0.3333	0.3333	-2.22e-16
1265	HoublzWrnnFW howDZ	0.3333	0.3333	-2.22e-16
1266	HoublzWrnnFW hoLDZ	0.3333	0.3333	-2.22e-16
1267	HoublzWrnnFW howvZ	0.3333	0.3333	-2.22e-16
1268	HoublzWrnnFW hoLDZ	0.3333	0.3333	-2.22e-16
1269	HoublzWrnnFW hoLvZ	0.3333	0.3322	1.11e-03
1270	HoublzGrnnFW howDZ	0.3333	0.3333	-2.22e-16
1271	HoublzGrnnFy howDZ	0.3333	0.3333	-2.22e-16
1272	HoublzWrnnFy hoLvZ	0.3333	0.3331	2.78e-04
1273	HoublzWrnnFW hoLvZ	0.3333	0.3333	-2.22e-16
1274	HoublzWrnnFW hoLDZ	0.3333	0.3331	2.78e-04
1275	HoublzWrnnFW hoLDZ	0.3333	0.3333	-2.22e-16
1276	HoublzWrnnFW howvZ	0.3333	0.3333	-2.22e-16
1277	HoublzWrnnFy howvZ	0.3333	0.3331	2.78e-04
1278	HoublzWrnnFy hoLvZ	0.3333	0.3331	2.78e-04
1279	HoublzWrnnFy hoEDZ	0.3333	0.3333	-2.22e-16
1280	HoublzWrnnFy hoLvZ	0.3333	0.3331	2.78e-04
1281	HoublzWrnnFy hoLvZ	0.3333	0.3331	2.78e-04
1282	HoublzWrnnFW hoLDZ	0.3333	0.3331	2.78e-04
1283	HoublzWrnnFy hoLDZ	0.3333	0.3333	-2.22e-16
1284	HoublzWrnnFy howvZ	0.3333	0.3333	-2.22e-16
1285	HoublzWrnnFy howDZ	0.3333	0.3333	-2.22e-16
1286	HoublzWrnnFy hoLDZ	0.3333	0.3333	-2.22e-16
1287	HoublzWrnnFW howDZ	0.3333	0.3331	2.78e-04
1288	HoublzWrnnFy howDZ	0.3333	0.3333	-2.22e-16
1289	HoublzornnFy hoLDZ	0.3889	0.3331	5.58e-02
1290	HoublzornnFy hoLDZ	0.3889	0.3339	5.50e-02
1291	HoublzornnFy hoLDZ	0.3889	0.3353	5.36e-02
1292	HoublzornnFW hoLDZ	0.3889	0.3347	5.42e-02
1293	HoublzorbnFy hoLDZ	0.3889	0.3358	5.31e-02
1294	Houblzornnmy howDZ	0.3889	0.3364	5.25e-02
1295	HoublzornnFy howDZ	0.3889	0.3367	5.22e-02
1296	HoublzornnFW howDZ	0.3889	0.3367	5.22e-02
1297	HoublzornnFy hoLDZ	0.3889	0.3372	5.17e-02
1298	Houblzornnmy howDZ	0.3889	0.3367	5.22e-02
1299	Houblzornnmy hohvZ	0.3889	0.3381	5.08e-02
1300	HoublzornnFy howDZ	0.3889	0.3386	5.03e-02
1301	Houblzornnmy howDZ	0.3889	0.3369	5.19e-02
1302	HoublzornnFy howDZ	0.3889	0.3386	5.03e-02
1303	Houblzornnmy hoLvZ	0.3889	0.3403	4.86e-02
1304	HoublzornnFy howDZ	0.3889	0.3394	4.94e-02
1305	HoublzornnFy howDZ	0.3889	0.3408	4.81e-02
1306	HoublzornnFy hoLvZ	0.3889	0.3406	4.83e-02
1307	HoublzornnFW howDZ	0.3889	0.3394	4.94e-02
1308	HoublzornnFW howDZ	0.3889	0.3381	5.08e-02
1309	HoublzornnFW hoxDZ	0.3889	0.3383	5.06e-02
1310	HoublzornnFy hoLDZ	0.3889	0.3403	4.86e-02
1311	HoublzornnFW hoLDZ	0.3889	0.3392	4.97e-02
1312	HoublzornnFW howDZ	0.3889	0.3403	4.86e-02
1313	HoublzornnFy hoLDZ	0.3889	0.3425	4.64e-02
1314	HoublzornnFW hoLDZ	0.3889	0.3425	4.64e-02
1315	Houblzornnmy howDZ	0.3889	0.3428	4.61e-02
1316	HoublzornnFW howDZ	0.3889	0.3442	4.47e-02
1317	HoublzornnFW hoLvZ	0.3889	0.3422	4.67e-02
1318	HoublzornnFW howDZ	0.3889	0.3442	4.47e-02
1319	Houblzornnmy howDZ	0.3889	0.3442	4.47e-02
1320	HoublzornnFW hoLvZ	0.3889	0.3458	4.31e-02
1321	HoublzornnFW hoLDZ	0.3889	0.3461	4.28e-02
1322	HoublzornnFW howDZ	0.3889	0.3478	4.11e-02
1323	Houblzornnmy howDZ	0.3889	0.3486	4.03e-02
1324	HoublzornnmW howDZ	0.3889	0.3486	4.03e-02
1325	HoublzornnFy howDZ	0.3889	0.3508	3.81e-02
1326	HoublzornnmW howDZ	0.3889	0.3533	3.56e-02
1327	HoublzornnFy hoLDZ	0.3889	0.3553	3.36e-02
1328	HoublzornnFW howDZ	0.3889	0.3525	3.64e-02
1329	HoublzornnFy hofDZ	0.3889	0.3553	3.36e-02
1330	HoublzornnFy howDZ	0.3889	0.3578	3.11e-02
1331	HoublzornnFW howDZ	0.3889	0.3606	2.83e-02
1332	HoublzornnFW howDZ	0.3889	0.3636	2.53e-02
1333	Houblzornnmy howDZ	0.3889	0.3639	2.50e-02
1334	HoublzornnFy howDZ	0.3889	0.3678	2.11e-02
1335	HoublzornnFy howDZ	0.3889	0.3733	1.56e-02
1336	HoublzornnFW hofDZ	0.3889	0.3756	1.33e-02
1337	Houblzornnmy howDZ	0.3889	0.3769	1.19e-02
1338	HoublzornnFW hofDZ	0.3889	0.3767	1.22e-02
1339	HoublzornnFy howDZ	0.3889	0.3800	8.89e-03
1340	HoublzornnFy hoLDZ	0.3889	0.3825	6.39e-03
1341	HoublzornnFy howDZ	0.3889	0.3822	6.67e-03
1342	HoublzornnFy howDZ	0.3889	0.3806	8.33e-03
1343	HoublzornnFy hohDZ	0.3889	0.3825	6.39e-03
1344	HoublzornnmW howDZ	0.3889	0.3836	5.28e-03
1345	HoublzornnFy howDZ	0.3889	0.3822	6.67e-03
1346	HoublzornnmW howvZ	0.3889	0.3831	5.83e-03
1347	HoublzornnFy howDZ	0.3889	0.3822	6.67e-03
1348	HoublzornnFW howvZ	0.3889	0.3808	8.06e-03
1349	HoublzornnFW hofDZ	0.3889	0.3808	8.06e-03
1350	Houblzornnmy howDZ	0.3889	0.3811	7.78e-03
1351	HoublzornnFW howDZ	0.3889	0.3811	7.78e-03
1352	HoublzornnmW ho DZ	0.4444	0.3822	6.22e-02
1353	HoublzornnmW howvZ	0.3889	0.3822	6.67e-03
1354	HoublzornnFW howDZ	0.3889	0.3825	6.39e-03
1355	Houblzornnmy howDZ	0.3889	0.3800	8.89e-03
1356	HoublzornnFW hoLDZ	0.3889	0.3811	7.78e-03
1357	HoublzornnFy howDZ	0.3889	0.3789	1.00e-02
1358	HoublzornnFy howDZ	0.3889	0.3792	9.72e-03
1359	Houblzornnmy howDZ	0.3889	0.3811	7.78e-03
1360	HoublzornnFW howDZ	0.3889	0.3833	5.56e-03
1361	HoublzornnmW howDZ	0.3889	0.3839	5.00e-03
1362	Houblzornnmy howDZ	0.3889	0.3833	5.56e-03
1363	HoublzornnmW howDZ	0.3889	0.3831	5.83e-03
1364	HoublzornnFy howDZ	0.3889	0.3806	8.33e-03
1365	HoublzornnFW hofDZ	0.3889	0.3808	8.06e-03
1366	HoublzornnmW howDZ	0.3889	0.3811	7.78e-03
1367	HoublzorRnmW howDZ	0.3889	0.3792	9.72e-03
1368	HoublzornnmW howDZ	0.3889	0.3803	8.61e-03
1369	HoublzornnFW howDZ	0.3889	0.3794	9.44e-03
1370	HoublzornnFy howvZ	0.3889	0.3769	1.19e-02
1371	HoublzornnFW hofvZ	0.3889	0.3758	1.31e-02
1372	HoublzornnFy hofvZ	0.3889	0.3772	1.17e-02
1373	Houblzornnmy howDZ	0.3889	0.3756	1.33e-02
1374	HoublzornnmW howDZ	0.3889	0.3758	1.31e-02
1375	HoublzornnFW howvZ	0.3889	0.3797	9.17e-03
1376	Houblzornnmy hoLDZ	0.3889	0.3792	9.72e-03
1377	HoublzornnFW howDZ	0.3889	0.3772	1.17e-02
1378	HoublzornnFy howDZ	0.3889	0.3761	1.28e-02
1379	HoublzornnFy howDZ	0.3889	0.3811	7.78e-03
1380	HoublzornnmW howDZ	0.3889	0.3794	9.44e-03
1381	HoublzornnmW howvZ	0.3889	0.3789	1.00e-02
1382	HoublzornnFW howDZ	0.3889	0.3803	8.61e-03
1383	Houblzornnmy howDZ	0.3889	0.3817	7.22e-03
1384	HoublzornnFW howDZ	0.3889	0.3842	4.72e-03
1385	HoublzornnFW howIZ	0.3889	0.3853	3.61e-03
1386	HoublqorpnFW howDZ	0.3889	0.3881	8.33e-04
1387	HoublzornnmW howDZ	0.3889	0.3886	2.78e-04
1388	HoublzornnFy howDZ	0.3889	0.3881	8.33e-04
1389	HoublzornnmW hoLDZ	0.3889	0.3889	1.67e-16
1390	HoublzornnFy howhZ	0.3889	0.3886	2.78e-04
1391	HoublzornnmW howDZ	0.3889	0.3886	2.78e-04
1392	HoublDornnFW howDZ	0.3889	0.3886	2.78e-04
1393	HoublzornnFy howDZ	0.3889	0.3886	2.78e-04
1394	HoublzortnFy howDZ	0.3889	0.3889	1.67e-16
1395	HoublzornnmW howDZ	0.3889	0.3883	5.56e-04
1396	HoubloornnFy howDZ	0.3889	0.3883	5.56e-04
1397	HoublzornnFy howDZ	0.3889	0.3886	2.78e-04
1398	HoublzornnFW howDZ	0.3889	0.3886	2.78e-04
1399	HoublzornnmW howDZ	0.3889	0.3886	2.78e-04
1400	HoublzornnFy howDZ	0.3889	0.3886	2.78e-04
1401	HoublzornnFy howDZ	0.3889	0.3889	1.67e-16
1402	HoublzornnFy hoLDZ	0.3889	0.3889	1.67e-16
1403	HoublzortnFW hofvZ	0.3889	0.3881	8.33e-04
1404	HoublqortnFW howvZ	0.3889	0.3889	1.67e-16
1405	HoublzornnFy hofDZ	0.3889	0.3889	1.67e-16
1406	HoublzornnFW howDZ	0.3889	0.3889	1.67e-16
1407	HoublzornnFW howDZ	0.3889	0.3883	5.56e-04
1408	HoublDornnFW hofvZ	0.3889	0.3881	8.33e-04
1409	Houblzornnmy howDZ	0.3889	0.3886	2.78e-04
1410	HoublzortnFy howDZ	0.3889	0.3889	1.67e-16
1411	HoublDornnFW hofvZ	0.3889	0.3889	1.67e-16
1412	HoublzortnFy howDZ	0.3889	0.3883	5.56e-04
1413	HoublqortnFy howDZ	0.3889	0.3886	2.78e-04
1414	HoublqortnFy hofvZ	0.3889	0.3889	1.67e-16
1415	HoublDornnFy hofvZ	0.3889	0.3889	1.67e-16
1416	HoublqornnFW howDZ	0.3889	0.3886	2.78e-04
1417	HoublzornnFW howDZ	0.3889	0.3883	5.56e-04
1418	Houblzornnmy hoLvZ	0.3889	0.3889	1.67e-16
1419	HoubgzornnFy hofvZ	0.3889	0.3886	2.78e-04
1420	Houblqornnmy howDZ	0.3889	0.3886	2.78e-04
1421	HoublzornnFy hoLvZ	0.3889	0.3886	2.78e-04
1422	HoublzortnFy hoLDZ	0.3889	0.3886	2.78e-04
1423	HoublDortnFy hofvZ	0.3889	0.3886	2.78e-04
1424	HoublzornnFy howHZ	0.3889	0.3889	1.67e-16
1425	HoubloornnFy howDZ	0.3889	0.3889	1.67e-16
1426	HoublqornnFy hoLvZ	0.3889	0.3889	1.67e-16
1427	HoublzornnFW howDZ	0.3889	0.3889	1.67e-16
1428	HoubloornnFW howDZ	0.3889	0.3889	1.67e-16
1429	HoublqornnFW howDZ	0.3889	0.3889	1.67e-16
1430	HoublDornnmW hofDZ	0.3889	0.3886	2.78e-04
1431	HoublzornnFy hoLvZ	0.3889	0.3883	5.56e-04
1432	HoublzornnFy howDZ	0.3889	0.3886	2.78e-04
1433	HoubloornnFy howDZ	0.3889	0.3889	1.67e-16
1434	HoublqornnFy howDZ	0.3889	0.3886	2.78e-04
1435	HoublzornnFy howDZ	0.3889	0.3889	1.67e-16
1436	Houblzornnmy hofDZ	0.3889	0.3886	2.78e-04
1437	Houblqorunmy howDZ	0.3889	0.3886	2.78e-04
1438	aoublzornnFy howvZ	0.3889	0.3886	2.78e-04
1439	HoubloornnFy howDZ	0.3889	0.3889	1.67e-16
1440	HoubloornnFy hoLDZ	0.3889	0.3886	2.78e-04
1441	HoublzortnFW hofDZ	0.3889	0.3883	5.56e-04
1442	Houblzornnmy hofDZ	0.3889	0.3889	1.67e-16
1443	Houblzornnmt howDZ	0.4444	0.3889	5.56e-02
1444	Houblzornnmt howDZ	0.4444	0.3894	5.50e-02
1445	Houblzornnmt howDZ	0.4444	0.3894	5.50e-02
1446	Houblzornnmt hofDZ	0.4444	0.3897	5.47e-02
1447	Houbl ornnFy hoLDZ	0.4444	0.3897	5.47e-02
1448	Houbloornnmt howDZ	0.4444	0.3894	5.50e-02
1449	Houblzornnmt hoLDZ	0.4444	0.3892	5.53e-02
1450	HoublzornnFy howDZ	0.3889	0.3886	2.78e-04
1451	HoubloortnFW howxZ	0.3889	0.3886	2.78e-04
1452	Houbloornnmy hoLDZ	0.3889	0.3889	1.67e-16
1453	HoubloortnFW howvZ	0.3889	0.3886	2.78e-04
1454	HoubloornnFy hoLDZ	0.3889	0.3886	2.78e-04
1455	aoubloornnmy howDZ	0.3889	0.3886	2.78e-04
1456	HoublzornnFW hofDZ	0.3889	0.3883	5.56e-04
1457	Houblzornnmy howvZ	0.3889	0.3889	1.67e-16
1458	HoublzornnFy howDZ	0.3889	0.3883	5.56e-04
1459	Houblzornnmy hoLDZ	0.3889	0.3889	1.67e-16
1460	Houblzortnmy howOZ	0.3889	0.3889	1.67e-16
1461	HoubloornnFW hofDZ	0.3889	0.3883	5.56e-04
1462	HoubloorunFy hofDZ	0.3889	0.3886	2.78e-04
1463	HoublzornnFW hofDZ	0.3889	0.3883	5.56e-04
1464	Houblzorunmy howDZ	0.3889	0.3883	5.56e-04
1465	Houblzornnmy hofvZ	0.3889	0.3886	2.78e-04
1466	HoublzornnFW hoLDZ	0.3889	0.3881	8.33e-04
1467	HoublqornnFy hofvZ	0.3889	0.3889	1.67e-16
1468	HoubloortnFW hofDZ	0.3889	0.3889	1.67e-16
1469	Ho blqornnFy hoXvZ	0.4444	0.3892	5.53e-02
1470	HoublqornnFy hofDZ	0.3889	0.3889	1.67e-16
1471	HoubloornnFy howvZ	0.3889	0.3886	2.78e-04
1472	HoublqornnFy howvZ	0.3889	0.3886	2.78e-04
1473	HoublqornnFy howFZ	0.3889	0.3889	1.67e-16
1474	HoublzornnFW howFZ	0.3889	0.3889	1.67e-16
1475	HoublzornnFy howDZ	0.3889	0.3886	2.78e-04
1476	HoublzornnFW hoLDZ	0.3889	0.3883	5.56e-04
1477	HoublqorunmW hofDS	0.3889	0.3883	5.56e-04
1478	HoublzortnFy howEZ	0.3889	0.3889	1.67e-16
1479	aoublzornnFy howDZ	0.3889	0.3883	5.56e-04
1480	aoublzornnFW howDZ	0.3889	0.3889	1.67e-16
1481	HoubloortnFy hofDZ	0.3889	0.3889	1.67e-16
1482	HoublzornnFW howDZ	0.3889	0.3886	2.78e-04
1483	HoublCorunFy howDZ	0.3889	0.3881	8.33e-04
1484	HoubloorunFy howDZ	0.3889	0.3889	1.67e-16
1485	HoublzornnFy howvZ	0.3889	0.3886	2.78e-04
1486	HoubloornnFW howDZ	0.3889	0.3889	1.67e-16
1487	HoubloortnFy hofOZ	0.3889	0.3881	8.33e-04
1488	HoublzornnFy howDZ	0.3889	0.3886	2.78e-04
1489	aoublzornnmy howDZ	0.3889	0.3886	2.78e-04
1490	HoubloortnFy howOZ	0.3889	0.3889	1.67e-16
1491	aoubloornnmW hofDZ	0.3889	0.3886	2.78e-04
1492	Houblqornnmy howOZ	0.3889	0.3889	1.67e-16
1493	HoublzornnFW howDZ	0.3889	0.3889	1.67e-16
1494	aoublCornnmW howDZ	0.3889	0.3886	2.78e-04
1495	HoublCornnFW howFZ	0.3889	0.3886	2.78e-04
1496	aoublzorunmW howFZ	0.3889	0.3889	1.67e-16
1497	HoublzorunFy howDZ	0.3889	0.3886	2.78e-04
1498	Houblzornnmy howFZ	0.3889	0.3889	1.67e-16
1499	Houblqornnmy howDZ	0.3889	0.3889	1.67e-16
1500	HoublCornnFW howFZ	0.3889	0.3886	2.78e-04
1501	aoublzornnmy howDZ	0.3889	0.3889	1.67e-16
1502	HoublzornnFW howDZ	0.3889	0.3889	1.67e-16
1503	aoubuqornnFW hoLDZ	0.3889	0.3889	1.67e-16
1504	aoublzornnFW howDZ	0.3889	0.3889	1.67e-16
1505	HoublzornnmW hoLDZ	0.3889	0.3886	2.78e-04
1506	aoublzornnFW hoXDZ	0.3889	0.3889	1.67e-16
1507	aoublzornnFy hoLDZ	0.3889	0.3886	2.78e-04
1508	aoublCornnFW hofOZ	0.3889	0.3889	1.67e-16
1509	HoublzornnFW howDZ	0.3889	0.3883	5.56e-04
1510	aoublzorunFW hoLDZ	0.3889	0.3889	1.67e-16
1511	aoublzornnFy howDZ	0.3889	0.3889	1.67e-16
1512	aoublzornnFW hofOZ	0.3889	0.3883	5.56e-04
1513	aoublCornnFW hofOZ	0.3889	0.3889	1.67e-16
1514	HoublCornnFt hoLDZ	0.4444	0.3892	5.53e-02
1515	aoublCornnFt hoLDZ	0.4444	0.3892	5.53e-02
1516	aoublXornnFW hoLDZ	0.3889	0.3889	1.67e-16
1517	aoublCornnFy howFZ	0.3889	0.3889	1.67e-16
1518	aoublzornnmy howFZ	0.3889	0.3889	1.67e-16
1519	aoublzornnFy howDZ	0.3889	0.3889	1.67e-16
1520	aoublzornnFW howDZ	0.3889	0.3889	1.67e-16
1521	HoublzornnFW howFZ	0.3889	0.3883	5.56e-04
1522	HoublXornnFW ho DL	0.4444	0.3892	5.53e-02
1523	HoublXornnFW ho DL	0.4444	0.3886	5.58e-02
1524	aoublzornnSW ho DL	0.4444	0.3892	5.53e-02
1525	aoublzornnFW ho DL	0.4444	0.3892	5.53e-02
1526	HoublzornnFy ho DL	0.4444	0.3889	5.56e-02
1527	HoublCornnFy hoLDZ	0.3889	0.3886	2.78e-04
1528	aoublCornnFy howDZ	0.3889	0.3886	2.78e-04
1529	HoublCornnFW howFZ	0.3889	0.3886	2.78e-04
1530	aoublXornnmW howDZ	0.3889	0.3889	1.67e-16
1531	aoublCornnmW howDZ	0.3889	0.3889	1.67e-16
1532	HoublCornngW hofDZ	0.3889	0.3889	1.67e-16
1533	aoublCornnFW howDZ	0.3889	0.3883	5.56e-04
1534	aoublzornnmW hoLDZ	0.3889	0.3883	5.56e-04
1535	aoublzornnmW hofDe	0.4444	0.3892	5.53e-02
1536	aowblzornnmW hofDe	0.4444	0.3889	5.56e-02
1537	aoublzornnmW hofDe	0.4444	0.3886	5.58e-02
1538	aoublCornnFW hoXDZ	0.3889	0.3889	1.67e-16
1539	aoubeCornnFy howDZ	0.4444	0.3892	5.53e-02
1540	aoublCornnFW howDZ	0.3889	0.3886	2.78e-04
1541	HoublzornnFW howDZ	0.3889	0.3889	1.67e-16
1542	aoublCornnmW hofDZ	0.3889	0.3886	2.78e-04
1543	HoublCornngW hofDZ	0.3889	0.3889	1.67e-16
1544	HoublCornnFy hoXDZ	0.3889	0.3889	1.67e-16
1545	aoublCornnFy howDZ	0.3889	0.3889	1.67e-16
1546	aoublCornnFy woLDZ	0.3889	0.3886	2.78e-04
1547	HocblzornnmW howDZ	0.3889	0.3883	5.56e-04
1548	aoublzornngW hofDZ	0.3889	0.3883	5.56e-04
1549	aoJblCornnFW hoXDZ	0.3889	0.3886	2.78e-04
1550	HocblzornnFy hofDZ	0.3889	0.3889	1.67e-16
1551	aoublzornnFW howDZ	0.3889	0.3883	5.56e-04
1552	HoublCornnFy hoLDZ	0.3889	0.3889	1.67e-16
1553	aoublCornnFy hoLDZ	0.3889	0.3886	2.78e-04
1554	HoublCornnFy howDZ	0.3889	0.3889	1.67e-16
1555	aoublCornnFW hofDZ	0.3889	0.3889	1.67e-16
1556	aoublzornngW howDZ	0.3889	0.3889	1.67e-16
1557	aoublzornngW howDZ	0.3889	0.3886	2.78e-04
1558	aoJblCornnFW hoLDZ	0.3889	0.3889	1.67e-16
1559	aoublzornnFW howDZ	0.3889	0.3886	2.78e-04
1560	aoublCornnFy howDZ	0.3889	0.3889	1.67e-16
1561	HoublCornnFy hoLDZ	0.3889	0.3889	1.67e-16
1562	aoublCornnFW howDZ	0.3889	0.3889	1.67e-16
1563	aoublCornnFy hoLDZ	0.3889	0.3886	2.78e-04
1564	aoublCornnFW hofDZ	0.3889	0.3883	5.56e-04
1565	HoublzornnFy howDZ	0.3889	0.3883	5.56e-04
1566	HoublCornnFW howDZ	0.3889	0.3886	2.78e-04
1567	aoublzornngW hoXDZ	0.3889	0.3889	1.67e-16
1568	aoublzornngW howDZ	0.3889	0.3889	1.67e-16
1569	aoublzornnFd howDZ	0.3889	0.3883	5.56e-04
1570	HoublzornnFW hofDZ	0.3889	0.3889	1.67e-16
1571	aoublCornnFW howDZ	0.3889	0.3889	1.67e-16
1572	aoublzornnFW howDZ	0.3889	0.3886	2.78e-04
1573	HocblzornngW howDZ	0.3889	0.3889	1.67e-16
1574	HoublzornnFW hoLDZ	0.3889	0.3889	1.67e-16
1575	HoublCornnFW howDZ	0.3889	0.3881	8.33e-04
1576	aoublzornnFy howDZ	0.3889	0.3886	2.78e-04
1577	aoublzornnFW hofDZ	0.3889	0.3889	1.67e-16
1578	aoublzornngW howDe	0.4444	0.3892	5.53e-02
1579	HoublzornngW howDe	0.4444	0.3889	5.56e-02
1580	HoublzornnFW howDe	0.4444	0.3897	5.47e-02
1581	HoublzornngW howDe	0.4444	0.3903	5.42e-02
1582	HoubezornnFW hoXDZ	0.4444	0.3917	5.28e-02
1583	aoublzornnFW howDe	0.4444	0.3908	5.36e-02
1584	aoublCornnFy howDe	0.4444	0.3925	5.19e-02
1585	aoublzornnFW howDe	0.4444	0.3914	5.31e-02
1586	HoublCornnFW hoGDe	0.4444	0.3931	5.14e-02
1587	HoublRornngy howDe	0.4444	0.3933	5.11e-02
1588	HoublzornnFW CowDe	0.4444	0.3928	5.17e-02
1589	aoublzornnFW howDe	0.4444	0.3919	5.25e-02
1590	HoublCornnFy howDe	0.4444	0.3939	5.06e-02
1591	HoublCornnFW howDe	0.4444	0.3939	5.06e-02
1592	aoublzornnFW howDe	0.4444	0.3928	5.17e-02
1593	HoublCornnFW hoLDe	0.4444	0.3939	5.06e-02
1594	aoublCornnFW howDe	0.4444	0.3961	4.83e-02
1595	aoublCornnFW howDe	0.4444	0.3967	4.78e-02
1596	HoublCornnFW howDe	0.4444	0.3975	4.69e-02
1597	aoublCornnFy howDe	0.4444	0.3992	4.53e-02
1598	HocblCornnFy howDe	0.4444	0.4008	4.36e-02
1599	aoublCornnFy howDe	0.4444	0.3994	4.50e-02
1600	aoublzornnFy howDe	0.4444	0.4011	4.33e-02
1601	aoublzornnFW howDe	0.4444	0.4050	3.94e-02
1602	aoublzornnFy howDe	0.4444	0.4075	3.69e-02
1603	HoublCornngy howDe	0.4444	0.4108	3.36e-02
1604	HoFblzornnFW howDe	0.4444	0.4106	3.39e-02
1605	HoublCornngW howDe	0.4444	0.4072	3.72e-02
1606	HocblzornnFy howDe	0.4444	0.4108	3.36e-02
1607	HocblCornnFW howDe	0.4444	0.4125	3.19e-02
1608	HoFblCornnFW howDe	0.4444	0.4158	2.86e-02
1609	aoublzornnFG howDe	0.4444	0.4214	2.31e-02
1610	HoublTornngW howDe	0.4444	0.4269	1.75e-02
1611	aoublCornnFW howDe	0.4444	0.4294	1.50e-02
1612	HoublCornnFW AowDe	0.4444	0.4325	1.19e-02
1613	aoublCornnFW howDe	0.4444	0.4336	1.08e-02
1614	aoublCornnFW howDe	0.4444	0.4306	1.39e-02
1615	aoublCornnFW howDe	0.4444	0.4314	1.31e-02
1616	aoublRornnFW howDe	0.4444	0.4317	1.28e-02
1617	HoublzornnFW howDe	0.4444	0.4378	6.67e-03
1618	aocblTornnFG howDe	0.4444	0.4375	6.94e-03
1619	aoublCornnFW howDe	0.4444	0.4375	6.94e-03
1620	aoFblCornnFG howDe	0.4444	0.4386	5.83e-03
1621	aoublCornnFW howDe	0.4444	0.4403	4.17e-03
1622	aoublRornnFW howDe	0.4444	0.4422	2.22e-03
1623	aocblRornnFW howDe	0.4444	0.4442	2.78e-04
1624	HoFblCornnFG howDe	0.4444	0.4442	2.78e-04
1625	aobblCornngW howDe	0.4444	0.4442	2.78e-04
1626	HoublCornnFW howDe	0.4444	0.4442	2.78e-04
1627	aoublCornnFG howDe	0.4444	0.4436	8.33e-04
1628	aoublCornnFW howDe	0.4444	0.4442	2.78e-04
1629	aocblRornnFW howDe	0.4444	0.4444	1.67e-16
1630	HoFblCornnFW howDe	0.4444	0.4444	1.67e-16
1631	aoublCornnFW howDe	0.4444	0.4436	8.33e-04
1632	aoublTor nFW howDe	0.5000	0.4444	5.56e-02
1633	aoublTor nFW howDe	0.5000	0.4442	5.58e-02
1634	aoublTor nFW howDe	0.5000	0.4444	5.56e-02
1635	aoublTor nFW howDe	0.5000	0.4447	5.53e-02
1636	HoublTor nFW howDe	0.5000	0.4450	5.50e-02
1637	HoublTor nFW howDe	0.5000	0.4453	5.47e-02
1638	aoublTor nFW howDe	0.5000	0.4453	5.47e-02
1639	HoublTor ngG howDe	0.5000	0.4461	5.39e-02
1640	aoublCor nFW howDe	0.5000	0.4478	5.22e-02
1641	aoublTor nFW howDe	0.5000	0.4478	5.22e-02
1642	HocblJor nFW howDe	0.5000	0.4481	5.19e-02
1643	aocblJor nFW howDe	0.5000	0.4486	5.14e-02
1644	HocblJor nFW howDe	0.5000	0.4475	5.25e-02
1645	aoublJor nFW howDe	0.5000	0.4467	5.33e-02
1646	aoublCor nFW howDe	0.5000	0.4464	5.36e-02
1647	aoublCor nFW howDe	0.5000	0.4483	5.17e-02
1648	aoublRor nFW howDe	0.5000	0.4481	5.19e-02
1649	aoublTor nFW howDe	0.5000	0.4469	5.31e-02
