Gen	FittestString____	MaxFit	AvgFit	Diversity
3725	To be or noW tovDe	0.8333	0.8322	1.11e-03
3726	To be or noW tovDe	0.8333	0.8331	2.78e-04
3727	To be or noW tovDe	0.8333	0.8331	2.78e-04
3728	To be or noW tovDe	0.8333	0.8328	5.56e-04
3729	To be or noW tovDe	0.8333	0.8331	2.78e-04
3730	To be or noH toGDe	0.8333	0.8328	5.56e-04
3731	To be or noW tovDe	0.8333	0.8331	2.78e-04
3732	To be or noW tovDe	0.8333	0.8331	2.78e-04
3733	To be or noW tovDe	0.8333	0.8319	1.39e-03
3734	To be or noW toGDe	0.8333	0.8328	5.56e-04
3735	To be or noW toGDe	0.8333	0.8328	5.56e-04
3736	To be or noW tovDe	0.8333	0.8331	2.78e-04
3737	To be or noH tovDe	0.8333	0.8331	2.78e-04
3738	To be or noW tovDe	0.8333	0.8331	2.78e-04
3739	To be or noH tovDe	0.8333	0.8328	5.56e-04
3740	To be or noH tovDe	0.8333	0.8328	5.56e-04
3741	To be or noW tovDe	0.8333	0.8322	1.11e-03
3742	To be or noH tovDe	0.8333	0.8331	2.78e-04
3743	To be or noW tosDe	0.8333	0.8328	5.56e-04
3744	To be or noW tovDe	0.8333	0.8331	2.78e-04
3745	To be or noH tovDe	0.8333	0.8325	8.33e-04
3746	To be or noH tovDe	0.8333	0.8328	5.56e-04
3747	To be or noH tovDe	0.8333	0.8325	8.33e-04
3748	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3749	To be or noH tovDe	0.8333	0.8333	-4.22e-15
3750	To be or noW tovDe	0.8333	0.8328	5.56e-04
3751	To be or noW tovDe	0.8333	0.8314	1.94e-03
3752	To be or noW tovDe	0.8333	0.8331	2.78e-04
3753	To be or noW tosDe	0.8333	0.8331	2.78e-04
3754	To be or noH tovDe	0.8333	0.8333	-4.22e-15
3755	To be or noW tovDe	0.8333	0.8331	2.78e-04
3756	To be or noW tovDe	0.8333	0.8331	2.78e-04
3757	To be or noW tovDe	0.8333	0.8325	8.33e-04
3758	To be or noW tovDe	0.8333	0.8325	8.33e-04
3759	To be or noW tovDe	0.8333	0.8331	2.78e-04
3760	To be or noW tovDe	0.8333	0.8331	2.78e-04
3761	To be or noW tovDe	0.8333	0.8331	2.78e-04
3762	To be or noW tovDe	0.8333	0.8331	2.78e-04
3763	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3764	To be or noW tosDe	0.8333	0.8331	2.78e-04
3765	To be or noW tovDe	0.8333	0.8331	2.78e-04
3766	To be or noW tosDe	0.8333	0.8328	5.56e-04
3767	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3768	To be or noW tosDe	0.8333	0.8322	1.11e-03
3769	To be or noW tovDe	0.8333	0.8328	5.56e-04
3770	To be or noW tosDe	0.8333	0.8331	2.78e-04
3771	To be or noW tosDe	0.8333	0.8325	8.33e-04
3772	To be or noW tovDe	0.8333	0.8331	2.78e-04
3773	To be or noH tosDe	0.8333	0.8325	8.33e-04
3774	To be or noW tovDe	0.8333	0.8328	5.56e-04
3775	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3776	To be or noW tovDe	0.8333	0.8328	5.56e-04
3777	To be or noW tovDe	0.8333	0.8328	5.56e-04
3778	To be or noH tovDe	0.8333	0.8322	1.11e-03
3779	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3780	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3781	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3782	To be or noW tovDe	0.8333	0.8331	2.78e-04
3783	To be or noW tovDe	0.8333	0.8325	8.33e-04
3784	To be or noW tovDe	0.8333	0.8331	2.78e-04
3785	To be or noH tovDe	0.8333	0.8328	5.56e-04
3786	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3787	To be or noH tosDe	0.8333	0.8322	1.11e-03
3788	To be or noW tosDe	0.8333	0.8328	5.56e-04
3789	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3790	To be or not tosDe	0.8889	0.8333	5.56e-02
3791	To be or not tosDe	0.8889	0.8333	5.56e-02
3792	To be or not tovDe	0.8889	0.8328	5.61e-02
3793	To be or not tovDe	0.8889	0.8333	5.56e-02
3794	To be or not tovDe	0.8889	0.8331	5.58e-02
3795	To be or noH tovDe	0.8333	0.8325	8.33e-04
3796	To be or noW tosDe	0.8333	0.8328	5.56e-04
3797	To be or noW tovDe	0.8333	0.8317	1.67e-03
3798	To be or noW tovDe	0.8333	0.8325	8.33e-04
3799	To be or noH tovDe	0.8333	0.8328	5.56e-04
3800	To be or noW tovDe	0.8333	0.8328	5.56e-04
3801	To be or noW tovDe	0.8333	0.8331	2.78e-04
3802	To be or noW tovDe	0.8333	0.8328	5.56e-04
3803	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3804	To be or noH tovDe	0.8333	0.8331	2.78e-04
3805	To be or noW tovDe	0.8333	0.8328	5.56e-04
3806	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3807	To be or noW tovDe	0.8333	0.8325	8.33e-04
3808	To be or noH tovDe	0.8333	0.8333	-4.22e-15
3809	To be or noW tovDe	0.8333	0.8328	5.56e-04
3810	To be or noW tovDe	0.8333	0.8328	5.56e-04
3811	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3812	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3813	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3814	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3815	To be or noH tovDe	0.8333	0.8331	2.78e-04
3816	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3817	To be or noW tosDe	0.8333	0.8319	1.39e-03
3818	To be or noW tovDe	0.8333	0.8331	2.78e-04
3819	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3820	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3821	To be or noW tosDe	0.8333	0.8325	8.33e-04
3822	To be or noW tovDe	0.8333	0.8331	2.78e-04
3823	To be or noW tosDe	0.8333	0.8328	5.56e-04
3824	To be or noH tovDe	0.8333	0.8331	2.78e-04
3825	To be or noW tovDe	0.8333	0.8328	5.56e-04
3826	To be or noW tosDe	0.8333	0.8328	5.56e-04
3827	To be or noW tovDe	0.8333	0.8331	2.78e-04
3828	To be or noH tosDe	0.8333	0.8333	-4.22e-15
3829	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3830	To be or noW tovDe	0.8333	0.8331	2.78e-04
3831	To be or noW tovDe	0.8333	0.8325	8.33e-04
3832	To be or noW tovDe	0.8333	0.8325	8.33e-04
3833	To be or noH tosDe	0.8333	0.8333	-4.22e-15
3834	To be or noW tosDe	0.8333	0.8325	8.33e-04
3835	To be or noW tovDe	0.8333	0.8319	1.39e-03
3836	To be or noW tosDe	0.8333	0.8328	5.56e-04
3837	To be or noW tovDe	0.8333	0.8328	5.56e-04
3838	To be or noW tovDe	0.8333	0.8325	8.33e-04
3839	To be or noW tovDe	0.8333	0.8328	5.56e-04
3840	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3841	To be or noW tovDe	0.8333	0.8328	5.56e-04
3842	To be or noW tosDe	0.8333	0.8331	2.78e-04
3843	To be or noW tosDe	0.8333	0.8328	5.56e-04
3844	To be or noW tosDe	0.8333	0.8331	2.78e-04
3845	To be or noW tosDe	0.8333	0.8328	5.56e-04
3846	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3847	To be or noW tovDe	0.8333	0.8328	5.56e-04
3848	To be or noW tosDe	0.8333	0.8331	2.78e-04
3849	To be or noW tovDe	0.8333	0.8328	5.56e-04
3850	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3851	To be or noW tosDe	0.8333	0.8331	2.78e-04
3852	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3853	To be or noW tosDe	0.8333	0.8331	2.78e-04
3854	To be or noW tovDe	0.8333	0.8331	2.78e-04
3855	To be or noW tosDe	0.8333	0.8331	2.78e-04
3856	To be or noW tovDe	0.8333	0.8319	1.39e-03
3857	To be or noW tovDe	0.8333	0.8331	2.78e-04
3858	To be or noW tovDe	0.8333	0.8328	5.56e-04
3859	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3860	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3861	To be or noW tosDe	0.8333	0.8319	1.39e-03
3862	To be or noW tovDe	0.8333	0.8328	5.56e-04
3863	To be or noW tovDe	0.8333	0.8322	1.11e-03
3864	To be or noW tosDe	0.8333	0.8328	5.56e-04
3865	To be or noW tovDe	0.8333	0.8328	5.56e-04
3866	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3867	To be or noW tovDe	0.8333	0.8325	8.33e-04
3868	To be or noW tosDe	0.8333	0.8328	5.56e-04
3869	To be or noW tosDe	0.8333	0.8328	5.56e-04
3870	To be or noW tovDe	0.8333	0.8331	2.78e-04
3871	To be or noW tovDe	0.8333	0.8331	2.78e-04
3872	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3873	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3874	To be or noW tovDe	0.8333	0.8322	1.11e-03
3875	To be or noW tovDe	0.8333	0.8328	5.56e-04
3876	To be or noW tovDe	0.8333	0.8331	2.78e-04
3877	To be or noW tovDe	0.8333	0.8331	2.78e-04
3878	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3879	To be or noW tovDe	0.8333	0.8331	2.78e-04
3880	To be or noW tovDe	0.8333	0.8328	5.56e-04
3881	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3882	To be or noW tovDe	0.8333	0.8331	2.78e-04
3883	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3884	To be or noW tosDe	0.8333	0.8325	8.33e-04
3885	To be or noW tovDe	0.8333	0.8331	2.78e-04
3886	To be or noW tovDe	0.8333	0.8331	2.78e-04
3887	To be or noW tosDe	0.8333	0.8331	2.78e-04
3888	To be or noW tomDe	0.8333	0.8322	1.11e-03
3889	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3890	To be or noW tovDe	0.8333	0.8331	2.78e-04
3891	To be or noW tosDe	0.8333	0.8331	2.78e-04
3892	To be or noW tovDe	0.8333	0.8325	8.33e-04
3893	To be or noW tovDe	0.8333	0.8331	2.78e-04
3894	To be or noW tovDe	0.8333	0.8322	1.11e-03
3895	To be or noW tosDe	0.8333	0.8331	2.78e-04
3896	To be or noW tovDe	0.8333	0.8331	2.78e-04
3897	To be or noW tosDe	0.8333	0.8322	1.11e-03
3898	To be or noW tovDe	0.8333	0.8331	2.78e-04
3899	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3900	To be or noW tovDe	0.8333	0.8331	2.78e-04
3901	To be or noW tovDe	0.8333	0.8328	5.56e-04
3902	To be or noW tosDe	0.8333	0.8331	2.78e-04
3903	To be or noW tosDe	0.8333	0.8328	5.56e-04
3904	To be or noW tovDe	0.8333	0.8328	5.56e-04
3905	To be or noW tovDe	0.8333	0.8331	2.78e-04
3906	To be or noW tovDe	0.8333	0.8331	2.78e-04
3907	To be or noW tovDe	0.8333	0.8331	2.78e-04
3908	To be or noW tovDe	0.8333	0.8331	2.78e-04
3909	To be or noW tovDe	0.8333	0.8325	8.33e-04
3910	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3911	To be or noW tovDe	0.8333	0.8331	2.78e-04
3912	To be or noW tosDe	0.8333	0.8328	5.56e-04
3913	To be or noW tovDe	0.8333	0.8322	1.11e-03
3914	To be or noW tovDe	0.8333	0.8331	2.78e-04
3915	To be or noW tovDe	0.8333	0.8328	5.56e-04
3916	To be or noW tovDe	0.8333	0.8331	2.78e-04
3917	To be or noW tovDe	0.8333	0.8328	5.56e-04
3918	To be or noW tovDe	0.8333	0.8319	1.39e-03
3919	To be or noW tosDe	0.8333	0.8328	5.56e-04
3920	To be or noW tosDe	0.8333	0.8328	5.56e-04
3921	To be or noW tovDe	0.8333	0.8331	2.78e-04
3922	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3923	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3924	To be or noW tovDe	0.8333	0.8331	2.78e-04
3925	To be or noW tovDe	0.8333	0.8331	2.78e-04
3926	To be or noW tovDe	0.8333	0.8328	5.56e-04
3927	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3928	To be or noW tosDe	0.8333	0.8328	5.56e-04
3929	To be or noW tosDe	0.8333	0.8317	1.67e-03
3930	To be or noW tovDe	0.8333	0.8331	2.78e-04
3931	To be or noW tovDe	0.8333	0.8325	8.33e-04
3932	To be or noW tovDe	0.8333	0.8319	1.39e-03
3933	To be or noW tosDe	0.8333	0.8325	8.33e-04
3934	To be or noW tovDe	0.8333	0.8325	8.33e-04
3935	To be or noW tosDe	0.8333	0.8322	1.11e-03
3936	To be or noW tosDe	0.8333	0.8325	8.33e-04
3937	To be or noW tovDe	0.8333	0.8328	5.56e-04
3938	To be or noW tovEe	0.8333	0.8331	2.78e-04
3939	To be or noW tosDe	0.8333	0.8331	2.78e-04
3940	To be or noW tovDe	0.8333	0.8328	5.56e-04
3941	To be or noW tovDe	0.8333	0.8331	2.78e-04
3942	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3943	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3944	To be or noW tosDe	0.8333	0.8328	5.56e-04
3945	To be or noW tovDe	0.8333	0.8331	2.78e-04
3946	To be or noW tovDe	0.8333	0.8331	2.78e-04
3947	To be or noW tovDe	0.8333	0.8322	1.11e-03
3948	To be or noW tovDe	0.8333	0.8325	8.33e-04
3949	To be or noW tovDe	0.8333	0.8328	5.56e-04
3950	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3951	To be or noW tovDe	0.8333	0.8325	8.33e-04
3952	To be or noW tosDe	0.8333	0.8322	1.11e-03
3953	To be or noW tovDe	0.8333	0.8328	5.56e-04
3954	To be or noW tovDe	0.8333	0.8331	2.78e-04
3955	To be or noW tovDe	0.8333	0.8328	5.56e-04
3956	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3957	To be or noW tovDe	0.8333	0.8331	2.78e-04
3958	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3959	To be or noW tovDe	0.8333	0.8325	8.33e-04
3960	To be or noW tovDe	0.8333	0.8331	2.78e-04
3961	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3962	To be or noW tovDe	0.8333	0.8331	2.78e-04
3963	To be or noW tovDe	0.8333	0.8328	5.56e-04
3964	To be or noW tovDe	0.8333	0.8328	5.56e-04
3965	To be or noW tovDe	0.8333	0.8328	5.56e-04
3966	To be or noW tovDe	0.8333	0.8331	2.78e-04
3967	To be or noW tovDe	0.8333	0.8328	5.56e-04
3968	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3969	To be or noW tovDe	0.8333	0.8328	5.56e-04
3970	To be or noW tovDe	0.8333	0.8328	5.56e-04
3971	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3972	To be or noW tovDe	0.8333	0.8331	2.78e-04
3973	To be or noW tosDe	0.8333	0.8331	2.78e-04
3974	To be or noW tovDe	0.8333	0.8328	5.56e-04
3975	To be or noW tovDe	0.8333	0.8325	8.33e-04
3976	To be or noW tovDe	0.8333	0.8328	5.56e-04
3977	To be or noW tovDe	0.8333	0.8328	5.56e-04
3978	To be or noW tosDe	0.8333	0.8325	8.33e-04
3979	To be or noW tovDe	0.8333	0.8331	2.78e-04
3980	To be or noW tovDe	0.8333	0.8328	5.56e-04
3981	To be or noW tovDe	0.8333	0.8331	2.78e-04
3982	To be or noW tooDe	0.8333	0.8331	2.78e-04
3983	To be or noW tovDe	0.8333	0.8325	8.33e-04
3984	To be or noW tovDe	0.8333	0.8328	5.56e-04
3985	To be or noW tovDe	0.8333	0.8331	2.78e-04
3986	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3987	To be or noW tosDe	0.8333	0.8331	2.78e-04
3988	To be or noW tosDe	0.8333	0.8328	5.56e-04
3989	To be or noW tosDe	0.8333	0.8325	8.33e-04
3990	To be or noW tooDe	0.8333	0.8322	1.11e-03
3991	To be or noW tovDe	0.8333	0.8333	-4.22e-15
3992	To be or noW tovDe	0.8333	0.8331	2.78e-04
3993	To be or noW tovDe	0.8333	0.8325	8.33e-04
3994	To be or noW tosDe	0.8333	0.8325	8.33e-04
3995	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3996	To be or noW tovDe	0.8333	0.8331	2.78e-04
3997	To be or noW tosDe	0.8333	0.8333	-4.22e-15
3998	To be or noW tovDe	0.8333	0.8331	2.78e-04
3999	To be or noW tovDe	0.8333	0.8331	2.78e-04
4000	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4001	To be or noW tovDe	0.8333	0.8325	8.33e-04
4002	To be or noW tovDe	0.8333	0.8325	8.33e-04
4003	To be or noW tovDe	0.8333	0.8331	2.78e-04
4004	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4005	To be or noW toFDe	0.8333	0.8333	-4.22e-15
4006	To be or noW tosDe	0.8333	0.8331	2.78e-04
4007	To be or noW toFDe	0.8333	0.8331	2.78e-04
4008	To be or noW tovDe	0.8333	0.8328	5.56e-04
4009	To be or noW tosDe	0.8333	0.8331	2.78e-04
4010	To be or noW tosDe	0.8333	0.8331	2.78e-04
4011	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4012	To be or noW tosDe	0.8333	0.8331	2.78e-04
4013	To be or noW tosDe	0.8333	0.8331	2.78e-04
4014	To be or noW tosDe	0.8333	0.8325	8.33e-04
4015	To be or noW tovDe	0.8333	0.8333	-4.22e-15
4016	To be or noW tovDe	0.8333	0.8328	5.56e-04
4017	To be or noW tovDe	0.8333	0.8333	-4.22e-15
4018	To be or noW tosDe	0.8333	0.8331	2.78e-04
4019	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4020	To be or noW tosDe	0.8333	0.8328	5.56e-04
4021	To be or noW tosDe	0.8333	0.8328	5.56e-04
4022	To be or noW tosDe	0.8333	0.8328	5.56e-04
4023	To be or nou tovDe	0.8333	0.8331	2.78e-04
4024	To be or noW tovDe	0.8333	0.8325	8.33e-04
4025	To be or nou tovDe	0.8333	0.8331	2.78e-04
4026	To be or noW tovDe	0.8333	0.8331	2.78e-04
4027	To be or noW toFDe	0.8333	0.8333	-4.22e-15
4028	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4029	To be or noW tosDe	0.8333	0.8328	5.56e-04
4030	To be or nou tosDe	0.8333	0.8333	-4.22e-15
4031	To be or noW tosDe	0.8333	0.8328	5.56e-04
4032	To be or noW tosDe	0.8333	0.8331	2.78e-04
4033	To be or noW tosDe	0.8333	0.8331	2.78e-04
4034	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4035	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4036	To be or noW tosDe	0.8333	0.8328	5.56e-04
4037	To be or noW tosDe	0.8333	0.8331	2.78e-04
4038	To be or nou tosDe	0.8333	0.8333	-4.22e-15
4039	To be or nou tosDe	0.8333	0.8325	8.33e-04
4040	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4041	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4042	To be or nou tosDe	0.8333	0.8333	-4.22e-15
4043	To be or nou tosDe	0.8333	0.8328	5.56e-04
4044	To be or noW tosDe	0.8333	0.8328	5.56e-04
4045	To be or nou tosDe	0.8333	0.8331	2.78e-04
4046	To be or noW tosDe	0.8333	0.8325	8.33e-04
4047	To be or noW tosDe	0.8333	0.8328	5.56e-04
4048	To be or nou tosDe	0.8333	0.8333	-4.22e-15
4049	To be or nou tosDe	0.8333	0.8325	8.33e-04
4050	To be or noW tosDe	0.8333	0.8322	1.11e-03
4051	To be or noW tosBe	0.8333	0.8331	2.78e-04
4052	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4053	To be or nou tosDe	0.8333	0.8333	-4.22e-15
4054	To be or noW tosDe	0.8333	0.8331	2.78e-04
4055	To be or nou tosDe	0.8333	0.8331	2.78e-04
4056	To be or nou tosDe	0.8333	0.8328	5.56e-04
4057	To be or noW tosDe	0.8333	0.8328	5.56e-04
4058	To be or noW tosDe	0.8333	0.8325	8.33e-04
4059	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4060	To be or nou tosDe	0.8333	0.8325	8.33e-04
4061	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4062	To be or nou tosDe	0.8333	0.8328	5.56e-04
4063	To be or noW tosDe	0.8333	0.8328	5.56e-04
4064	To be or nou tosDe	0.8333	0.8331	2.78e-04
4065	To be or nou tosDe	0.8333	0.8331	2.78e-04
4066	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4067	To be or noW tosDe	0.8333	0.8328	5.56e-04
4068	To be or noW tosDe	0.8333	0.8328	5.56e-04
4069	To be or nou tosDe	0.8333	0.8325	8.33e-04
4070	To be or noW tosDe	0.8333	0.8325	8.33e-04
4071	To be or noW tosDe	0.8333	0.8325	8.33e-04
4072	To be or noW tosDe	0.8333	0.8328	5.56e-04
4073	To be or noW tosDe	0.8333	0.8325	8.33e-04
4074	To be or noW tosDe	0.8333	0.8331	2.78e-04
4075	To be or noW tosDe	0.8333	0.8325	8.33e-04
4076	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4077	To be or noW tosDe	0.8333	0.8331	2.78e-04
4078	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4079	To be or nou tovDe	0.8333	0.8322	1.11e-03
4080	To be or noW tovDe	0.8333	0.8328	5.56e-04
4081	To be or noW tovDe	0.8333	0.8328	5.56e-04
4082	To be or noW tosDe	0.8333	0.8328	5.56e-04
4083	To be or noW tosDe	0.8333	0.8328	5.56e-04
4084	To be or nou tosDe	0.8333	0.8325	8.33e-04
4085	To be or noW tosDe	0.8333	0.8331	2.78e-04
4086	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4087	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4088	To be or noW tosDe	0.8333	0.8328	5.56e-04
4089	To be or noW tosDe	0.8333	0.8325	8.33e-04
4090	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4091	To be or noW tosDe	0.8333	0.8328	5.56e-04
4092	To be or noW tosDe	0.8333	0.8331	2.78e-04
4093	To be or noW tosDe	0.8333	0.8322	1.11e-03
4094	To be or noW tovDe	0.8333	0.8331	2.78e-04
4095	To be or nou tovDe	0.8333	0.8331	2.78e-04
4096	To be or noW tosDe	0.8333	0.8328	5.56e-04
4097	To be or noW tovDe	0.8333	0.8333	-4.22e-15
4098	To be or noW tosDe	0.8333	0.8331	2.78e-04
4099	To be or nou tovDe	0.8333	0.8331	2.78e-04
4100	To be or noW tosDe	0.8333	0.8331	2.78e-04
4101	To be or noW tosDe	0.8333	0.8331	2.78e-04
4102	To be or noW tosDe	0.8333	0.8328	5.56e-04
4103	To be or noW tosDe	0.8333	0.8331	2.78e-04
4104	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4105	To be or noW tosDe	0.8333	0.8325	8.33e-04
4106	To be or noW tovDe	0.8333	0.8331	2.78e-04
4107	To be or noW tosDe	0.8333	0.8325	8.33e-04
4108	To be or noW tovDe	0.8333	0.8331	2.78e-04
4109	To be or noW tovDe	0.8333	0.8333	-4.22e-15
4110	To be or noW tosDe	0.8333	0.8325	8.33e-04
4111	To be or noW tosDe	0.8333	0.8331	2.78e-04
4112	To be or noW tovDe	0.8333	0.8331	2.78e-04
4113	To be or noW tosDe	0.8333	0.8325	8.33e-04
4114	To be or noW tovDe	0.8333	0.8325	8.33e-04
4115	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4116	To be or noW tosDe	0.8333	0.8331	2.78e-04
4117	To be or noW tosDe	0.8333	0.8331	2.78e-04
4118	To be or noW tosDe	0.8333	0.8331	2.78e-04
4119	To be or noW tovDe	0.8333	0.8328	5.56e-04
4120	To be or noW tosDe	0.8333	0.8331	2.78e-04
4121	To be or noW tosDe	0.8333	0.8328	5.56e-04
4122	To be or noW tovDe	0.8333	0.8331	2.78e-04
4123	To be or noW tovDe	0.8333	0.8325	8.33e-04
4124	To be or noW tosDe	0.8333	0.8331	2.78e-04
4125	To be or noW tovDe	0.8333	0.8328	5.56e-04
4126	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4127	To be or noW tovDe	0.8333	0.8328	5.56e-04
4128	To be or noW tosDe	0.8333	0.8331	2.78e-04
4129	To be or noW tosDe	0.8333	0.8322	1.11e-03
4130	To be or noW tovDe	0.8333	0.8331	2.78e-04
4131	To be or noW tosDe	0.8333	0.8328	5.56e-04
4132	To be or noW tovDe	0.8333	0.8333	-4.22e-15
4133	To be or noW tovDe	0.8333	0.8331	2.78e-04
4134	To be or noW tosDe	0.8333	0.8328	5.56e-04
4135	To be or noW tosDe	0.8333	0.8331	2.78e-04
4136	To be or noW tovDe	0.8333	0.8325	8.33e-04
4137	To be or noW tovDe	0.8333	0.8331	2.78e-04
4138	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4139	To be or noW tosDe	0.8333	0.8319	1.39e-03
4140	To be or noW tosDe	0.8333	0.8331	2.78e-04
4141	To be or noW tovDe	0.8333	0.8322	1.11e-03
4142	To be or noW tosDe	0.8333	0.8331	2.78e-04
4143	To be or noW tovDe	0.8333	0.8333	-4.22e-15
4144	To be or noW tovDe	0.8333	0.8325	8.33e-04
4145	To be or noW tosDe	0.8333	0.8328	5.56e-04
4146	To be or noW tosDe	0.8333	0.8331	2.78e-04
4147	To be or noW tovDe	0.8333	0.8331	2.78e-04
4148	To be or noW tovDe	0.8333	0.8328	5.56e-04
4149	To be or noW tovDe	0.8333	0.8333	-4.22e-15
4150	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4151	To be or noW tovDe	0.8333	0.8331	2.78e-04
4152	To be or noW tovDe	0.8333	0.8328	5.56e-04
4153	To be or noW tosDe	0.8333	0.8331	2.78e-04
4154	To be or noW tovDe	0.8333	0.8328	5.56e-04
4155	To be or noW tovDe	0.8333	0.8331	2.78e-04
4156	To be or noW tosDe	0.8333	0.8331	2.78e-04
4157	To be or noW tovDe	0.8333	0.8328	5.56e-04
4158	To be or noW tovDe	0.8333	0.8331	2.78e-04
4159	To be or noW tovDe	0.8333	0.8328	5.56e-04
4160	To be or noW tovDe	0.8333	0.8331	2.78e-04
4161	To be or noW tovDe	0.8333	0.8328	5.56e-04
4162	To be or noW tovDe	0.8333	0.8333	-4.22e-15
4163	To be or noW tovDe	0.8333	0.8331	2.78e-04
4164	To be or noW tovDe	0.8333	0.8325	8.33e-04
4165	To be or noW tovDe	0.8333	0.8331	2.78e-04
4166	To be or noW tosDe	0.8333	0.8331	2.78e-04
4167	To be or noW tovDe	0.8333	0.8328	5.56e-04
4168	To be or noW tovDe	0.8333	0.8328	5.56e-04
4169	To be or noW tovDe	0.8333	0.8328	5.56e-04
4170	To be or noW tovDe	0.8333	0.8325	8.33e-04
4171	To be or noW tovDe	0.8333	0.8328	5.56e-04
4172	To be or noW tovDe	0.8333	0.8322	1.11e-03
4173	To be or noW tovDe	0.8333	0.8331	2.78e-04
4174	To be or noW tosDe	0.8333	0.8331	2.78e-04
4175	To be or noW tosDe	0.8333	0.8331	2.78e-04
4176	To be or noW tosDe	0.8333	0.8328	5.56e-04
4177	To be or noW tovDe	0.8333	0.8328	5.56e-04
4178	To be or noW tosDe	0.8333	0.8325	8.33e-04
4179	To be or noW tosDe	0.8333	0.8328	5.56e-04
4180	To be or noW tosDe	0.8333	0.8333	-4.22e-15
4181	To be or noW tovDe	0.8333	0.8328	5.56e-04
4182	To be or noW tosDe	0.8333	0.8328	5.56e-04
4183	To be or noW tovDe	0.8333	0.8328	5.56e-04
4184	To be or noW tosDe	0.8333	0.8331	2.78e-04
4185	To be or noW tovDe	0.8333	0.8331	2.78e-04
4186	To be or noW tovDe	0.8333	0.8331	2.78e-04
